2201	39505	288.1836	360.64453, 0.0	0.0	0
2202	39521	288.1836	360.64453, 0.0	0.0	0
2203	39539	288.1836	360.64453, 0.0	0.0	0
2204	39555	288.1836	360.64453, 0.0	0.0	0
2205	39571	288.1836	360.64453, 0.0	0.0	0
2206	39588	288.1836	360.64453, 0.0	0.0	0
2207	39604	288.1836	360.64453, 0.0	0.0	0
2208	39621	288.1836	360.64453, 0.0	0.0	0
2209	39638	288.1836	360.64453, 0.0	0.0	0
2210	39655	288.1836	360.64453, 0.0	0.0	0
2211	39671	288.1836	360.64453, 0.0	0.0	0
2212	39688	288.1836	360.64453, 0.0	0.0	0
2213	39705	288.1836	360.64453, 0.0	0.0	0
2214	39721	288.1836	360.64453, 0.0	0.0	0
2215	39739	288.1836	360.64453, 0.0	0.0	0
2216	39755	288.1836	360.64453, 0.0	0.0	0
2217	39771	288.1836	360.64453, 0.0	0.0	0
2218	39788	288.1836	360.64453, 0.0	0.0	0
2219	39805	288.1836	360.64453, 0.0	0.0	0
2220	39822	288.1836	360.64453, 0.0	0.0	0
2221	39839	288.1836	360.64453, 0.0	0.0	0
2222	39854	288.1836	360.64453, 0.0	0.0	0
2223	39871	288.1836	360.64453, 0.0	0.0	0
2224	39889	288.1836	360.64453, 0.0	0.0	0
2225	39905	288.1836	360.64453, 0.0	0.0	0
2226	39921	288.1836	360.64453, 0.0	0.0	0
2227	39939	288.1836	360.64453, 0.0	0.0	0
2228	39954	288.1836	360.64453, 0.0	0.0	0
2229	39974	288.1836	360.64453, 0.0	0.0	0
2230	39989	288.1836	360.64453, 0.0	0.0	0
2231	40007	288.1836	360.64453, 0.0	0.0	0
2232	40022	288.1836	360.64453, 0.0	0.0	0
2233	40039	288.1836	360.64453, 0.0	0.0	0
2234	40056	288.1836	360.64453, 0.0	0.0	0
2235	40071	288.1836	360.64453, 0.0	0.0	0
2236	40089	288.1836	360.64453, 0.0	0.0	0
2237	40106	288.1836	360.64453, 0.0	0.0	0
2238	40122	288.1836	360.64453, 0.0	0.0	0
2239	40140	288.1836	360.64453, 0.0	0.0	0
2240	40165	288.1836	360.64453, 0.0	0.0	0
2241	40185	288.1836	360.64453, 0.0	0.0	0
2242	40204	288.1836	360.64453, 0.0	0.0	0
2243	40221	288.1836	360.64453, 0.0	0.0	0
2244	40238	288.1836	360.64453, 0.0	0.0	0
2245	40256	288.1836	360.64453, 0.0	0.0	0
2246	40277	288.1836	360.64453, 0.0	0.0	0
2247	40293	288.0	361.0, 0.0	0.0	1
2248	40310	287.0	361.0, 0.0	0.0	1
2249	40327	287.0	361.0, 0.0	0.0	1
2250	40345	287.0	361.0, 0.0	0.0	1
2251	40370	286.0	361.0, 0.0	0.0	1
2252	40390	285.0	361.0, 0.0	0.0	1
2253	40411	284.0	361.0, 0.0	0.0	1
2254	40428	284.0	361.0, 0.0	0.0	1
2255	40445	283.0	361.0, 0.0	0.0	1
2256	40469	283.0	361.0, 0.0	0.0	1
2257	40487	280.0	359.0, 0.0	0.0	1
2258	40506	279.0	358.0, 0.0	0.0	1
2259	40527	277.0	357.0, 0.0	0.0	1
2260	40550	277.0	357.0, 0.0	0.0	1
2261	40568	275.0	354.0, 0.0	0.0	1
2262	40586	275.0	354.0, 0.0	0.0	1
2263	40607	274.0	352.0, 0.0	0.0	1
2264	40627	273.0	349.0, 0.0	0.0	1
2265	40648	272.0	346.0, 0.0	0.0	1
2266	40664	272.0	343.0, 0.0	0.0	1
2267	40687	271.0	339.0, 0.0	0.0	1
2268	40704	271.0	338.0, 0.0	0.0	1
2269	40720	271.0	329.0, 0.0	0.0	1
2270	40735	271.0	326.0, 0.0	0.0	1
2271	40752	272.0	322.0, 0.0	0.0	1
2272	40771	274.0	316.0, 0.0	0.0	1
2273	40789	276.0	313.0, 0.0	0.0	1
2274	40806	279.0	310.0, 0.0	0.0	1
2275	40823	282.0	307.0, 0.0	0.0	1
2276	40840	289.0	304.0, 0.0	0.0	1
2277	40856	289.0	304.0, 0.0	0.0	1
2278	40871	299.0	302.0, 0.0	0.0	1
2279	40890	304.0	302.0, 0.0	0.0	1
2280	40906	310.0	302.0, 0.0	0.0	1
2281	40923	314.0	303.0, 0.0	0.0	1
2282	40940	319.0	308.0, 0.0	0.0	1
2283	40955	321.0	310.0, 0.0	0.0	1
2284	40971	323.0	316.0, 0.0	0.0	1
2285	40988	324.0	321.0, 0.0	0.0	1
2286	41006	326.0	327.0, 0.0	0.0	1
2287	41020	326.0	333.0, 0.0	0.0	1
2288	41041	326.0	339.0, 0.0	0.0	1
2289	41060	327.0	347.0, 0.0	0.0	1
2290	41076	327.0	354.0, 0.0	0.0	1
2291	41098	327.0	358.0, 0.0	0.0	1
2292	41113	327.0	368.0, 0.0	0.0	1
2293	41132	327.0	372.0, 0.0	0.0	1
2294	41149	328.0	378.0, 0.0	0.0	1
2295	41165	329.0	379.0, 0.0	0.0	1
2296	41185	332.0	385.0, 0.0	0.0	1
2297	41200	335.0	388.0, 0.0	0.0	1
2298	41220	342.0	391.0, 0.0	0.0	1
2299	41238	345.0	392.0, 0.0	0.0	1
2300	41256	345.0	392.0, 0.0	0.0	1
2301	41274	345.0	392.0, 0.0	0.0	1
2302	41291	373.0	396.0, 0.0	0.0	1
2303	41309	373.0	396.0, 0.0	0.0	1
2304	41331	390.0	394.0, 0.0	0.0	1
2305	41352	403.0	390.0, 0.0	0.0	1
2306	41370	408.0	387.0, 0.0	0.0	1
2307	41388	412.0	385.0, 0.0	0.0	1
2308	41406	412.0	385.0, 0.0	0.0	1
2309	41420	452.0	358.0, 0.0	0.0	1
2310	41437	463.0	348.0, 0.0	0.0	1
2311	41454	463.0	348.0, 0.0	0.0	1
2312	41472	471.0	340.0, 0.0	0.0	1
2313	41489	477.0	333.0, 0.0	0.0	1
2314	41504	478.0	331.0, 0.0	0.0	1
2315	41521	480.0	327.0, 0.0	0.0	1
2316	41537	480.0	325.0, 0.0	0.0	1
2317	41562	480.0	324.0, 0.0	0.0	1
2318	41576	478.0	321.0, 0.0	0.0	1
2319	41608	476.0	320.0, 0.0	0.0	1
2320	41626	474.0	318.0, 0.0	0.0	1
2321	41640	462.0	313.0, 0.0	0.0	1
2322	41656	459.0	312.0, 0.0	0.0	1
2323	41670	451.0	308.0, 0.0	0.0	1
2324	41689	442.0	305.0, 0.0	0.0	1
2325	41706	439.0	304.0, 0.0	0.0	1
2326	41720	429.0	301.0, 0.0	0.0	1
