1	27972	173.94531	270.73828	0.0	0
2	27987	177.76172	270.35547	0.0	0
3	28008	177.76172	270.35547	0.0	0
4	28031	205.84375	271.7578	0.0	0
5	28046	205.84375	271.7578	0.0	0
6	28061	289.02344	271.7578	0.0	0
7	28077	289.02344	271.7578	0.0	0
8	28094	455.60547	274.0703	0.0	0
9	28111	455.60547	274.0703	0.0	0
10	28129	534.78906	272.36328	0.0	0
11	28145	534.78906	272.36328	0.0	0
12	28161	550.2539	274.51562	0.0	0
13	28181	550.2539	274.51562	0.0	0
14	28194	550.2539	274.51562	0.0	0
15	28212	550.2539	274.51562	0.0	0
16	28227	550.2539	274.51562	0.0	0
17	28245	550.2539	274.89453	0.0	0
18	28261	550.2539	274.89453	0.0	0
19	28281	547.85547	280.2539	0.0	0
20	28294	547.85547	280.2539	0.0	0
21	28310	546.9453	282.73438	0.0	0
22	28330	546.1797	283.11328	0.0	0
23	28344	546.1797	283.11328	0.0	0
24	28360	546.1797	283.11328	0.0	0
25	28377	536.96484	288.09375	0.0	0
26	28395	518.25	297.70312	0.0	0
27	28414	518.25	297.70312	0.0	0
28	28428	515.85547	299.42188	0.0	0
29	28448	515.85547	299.42188	0.0	0
30	28461	515.85547	299.42188	0.0	0
31	28479	608.78906	307.0	0.0	0
32	28496	515.0	300.0	0.5	1
33	28511	608.0	307.0	0.5	1
34	28528	724.0	290.0	0.5	1
35	28545	724.0	290.0	0.5	1
36	28564	798.0	277.0	0.5	1
37	28583	873.0	269.0	0.5	1
38	28596	891.0	268.0	0.5	1
39	28616	897.0	268.0	0.5	1
40	28632	900.0	270.0	0.5	1
41	28651	900.0	270.0	0.5	1
42	28668	900.0	270.0	0.5	1
43	28685	899.70703	269.47656	0.0	0
44	28700	899.70703	269.47656	0.0	0
45	28717	896.9297	269.47656	0.0	0
46	28734	896.9297	269.47656	0.0	0
47	28755	865.4453	269.47656	0.0	0
48	28772	803.3906	269.47656	0.0	0
49	28790	803.3906	269.47656	0.0	0
50	28807	750.2031	274.1289	0.0	0
51	28823	750.2031	274.1289	0.0	0
52	28839	670.6875	277.83594	0.0	0
53	28860	670.6875	277.83594	0.0	0
54	28876	432.7422	274.73828	0.0	0
55	28892	432.7422	274.73828	0.0	0
56	28909	226.21094	271.64062	0.0	0
57	28925	226.21094	271.64062	0.0	0
58	28940	120.29297	278.11328	0.0	0
59	28957	120.29297	278.11328	0.0	0
60	28978	90.265625	279.66406	0.0	0
61	28992	86.62109	280.85547	0.0	0
62	29008	86.62109	280.85547	0.0	0
63	29025	87.37891	281.9922	0.0	0
64	29044	87.37891	281.9922	0.0	0
65	29058	91.19531	285.14062	0.0	0
66	29075	91.19531	285.14062	0.0	0
67	29095	107.09375	295.27344	0.0	0
68	29107	107.09375	295.27344	0.0	0
69	29126	126.60547	301.1836	0.0	0
70	29142	132.92188	301.9961	0.0	0
71	29158	132.92188	301.9961	0.0	0
72	29176	133.67969	301.9961	0.0	0
73	29191	133.67969	301.9961	0.0	0
74	29211	134.0586	301.9961	0.0	0
75	29225	134.8164	301.9961	0.0	0
76	29242	134.8164	301.9961	0.0	0
77	29262	135.57422	301.61328	0.0	0
78	29276	135.57422	301.61328	0.0	0
79	29293	135.57422	301.61328	0.0	0
80	29308	135.57422	301.61328	0.0	0
81	29328	135.57422	301.61328	0.0	0
82	29344	135.57422	301.61328	0.0	0
83	29358	135.95312	301.61328	0.0	0
84	29374	136.33203	302.3711	0.0	0
85	29392	136.33203	302.3711	0.0	0
86	29408	137.46875	303.5078	0.0	0
87	29424	137.46875	303.5078	0.0	0
88	29441	137.84766	303.88672	0.0	0
89	29459	137.84766	303.88672	0.0	0
90	29476	137.84766	303.88672	0.0	0
91	29492	137.84766	303.88672	0.0	0
92	29509	137.84766	303.88672	0.0	0
93	29527	137.84766	303.88672	0.0	0
94	29544	137.84766	303.88672	0.0	0
95	29565	137.84766	303.88672	0.0	0
96	29585	137.84766	303.88672	0.0	0
97	29606	137.84766	303.88672	0.0	0
98	29623	137.84766	303.88672	0.0	0
99	29639	137.84766	303.88672	0.0	0
100	29656	137.84766	303.88672	0.0	0
101	29672	137.84766	303.88672	0.0	0
102	29690	137.84766	303.88672	0.0	0
103	29707	137.84766	303.88672	0.0	0
104	29723	137.84766	303.88672	0.0	0
