1	1349	1.0	1.0	0.0	0
2	1370	1.0	1.0	0.0	0
3	1386	1.0	1.0	0.0	0
4	1403	1.0	1.0	0.0	0
5	1421	1.0	1.0	0.0	0
6	1438	1.0	1.0	0.0	0
7	1454	1.0	1.0	0.0	0
8	1471	1.0	1.0	0.0	0
9	1487	1.0	1.0	0.0	0
10	1504	1.0	1.0	0.0	0
11	1521	1.0	1.0	0.0	0
12	1538	1.0	1.0	0.0	0
13	1553	1.0	1.0	0.0	0
14	1570	1.0	1.0	0.0	0
15	1587	1.0	1.0	0.0	0
16	1604	1.0	1.0	0.0	0
17	1620	1.0	1.0	0.0	0
18	1637	1.0	1.0	0.0	0
19	1653	1.0	1.0	0.0	0
20	1671	1.0	1.0	0.0	0
21	1688	1.0	1.0	0.0	0
22	1704	1.0	1.0	0.0	0
23	1720	1.0	1.0	0.0	0
24	1737	1.0	1.0	0.0	0
25	1754	1.0	1.0	0.0	0
26	1770	1.0	1.0	0.0	0
27	1787	1.0	1.0	0.0	0
28	1804	1.0	1.0	0.0	0
29	1820	1.0	1.0	0.0	0
30	1837	1.0	1.0	0.0	0
31	1854	1.0	1.0	0.0	0
32	1871	1.0	1.0	0.0	0
33	1887	1.0	1.0	0.0	0
34	1903	1.0	1.0	0.0	0
35	1921	1.0	1.0	0.0	0
36	1938	1.0	1.0	0.0	0
37	1954	1.0	1.0	0.0	0
38	1971	1.0	1.0	0.0	0
39	1988	1.0	1.0	0.0	0
40	2004	1.0	1.0	0.0	0
41	2022	1.0	1.0	0.0	0
42	2037	1.0	1.0	0.0	0
43	2054	1.0	1.0	0.0	0
44	2070	1.0	1.0	0.0	0
45	2087	1.0	1.0	0.0	0
46	2104	1.0	1.0	0.0	0
47	2121	1.0	1.0	0.0	0
48	2137	1.0	1.0	0.0	0
49	2154	1.0	1.0	0.0	0
50	2171	1.0	1.0	0.0	0
51	2187	1.0	1.0	0.0	0
52	2204	1.0	1.0	0.0	0
53	2222	1.0	1.0	0.0	0
54	2237	1.0	1.0	0.0	0
55	2254	1.0	1.0	0.0	0
56	2271	1.0	1.0	0.0	0
57	2287	1.0	1.0	0.0	0
58	2304	1.0	1.0	0.0	0
59	2320	1.0	1.0	0.0	0
60	2337	1.0	1.0	0.0	0
61	2355	1.0	1.0	0.0	0
62	2372	1.0	1.0	0.0	0
63	2389	1.0	1.0	0.0	0
64	2404	1.0	1.0	0.0	0
65	2422	1.0	1.0	0.0	0
66	2438	1.0	1.0	0.0	0
67	2455	1.0	1.0	0.0	0
68	2472	1.0	1.0	0.0	0
69	2487	1.0	1.0	0.0	0
70	2504	1.0	1.0	0.0	0
