1	1324	1.0	1.0	0.0
2	1365	1.0	1.0	0.0
3	1395	1.0	1.0	0.0
4	1425	1.0	1.0	0.0
5	1456	1.0	1.0	0.0
6	1486	1.0	1.0	0.0
7	1516	1.0	1.0	0.0
8	1545	1.0	1.0	0.0
9	1576	1.0	1.0	0.0
10	1606	1.0	1.0	0.0
11	1635	1.0	1.0	0.0
12	1666	1.0	1.0	0.0
13	1696	1.0	1.0	0.0
14	1726	1.0	1.0	0.0
15	1756	1.0	1.0	0.0
16	1786	1.0	1.0	0.0
17	1816	1.0	1.0	0.0
18	1846	1.0	1.0	0.0
19	1876	1.0	1.0	0.0
20	1907	1.0	1.0	0.0
21	1937	1.0	1.0	0.0
22	1966	1.0	1.0	0.0
23	1996	1.0	1.0	0.0
24	2026	1.0	1.0	0.0
25	2058	1.0	1.0	0.0
26	2088	1.0	1.0	0.0
27	2118	1.0	1.0	0.0
28	2149	1.0	1.0	0.0
29	2178	1.0	1.0	0.0
30	2209	1.0	1.0	0.0
31	2239	1.0	1.0	0.0
32	2269	1.0	1.0	0.0
33	2299	1.0	1.0	0.0
34	2329	1.0	1.0	0.0
35	2360	1.0	1.0	0.0
36	2389	1.0	1.0	0.0
37	2419	1.0	1.0	0.0
38	2449	1.0	1.0	0.0
39	2478	1.0	1.0	0.0
40	2509	1.0	1.0	0.0
41	2539	1.0	1.0	0.0
42	2568	1.0	1.0	0.0
43	2598	1.0	1.0	0.0
44	2628	1.0	1.0	0.0
45	2658	1.0	1.0	0.0
46	2688	1.0	1.0	0.0
47	2717	1.0	1.0	0.0
48	2746	1.0	1.0	0.0
49	2777	1.0	1.0	0.0
50	2807	1.0	1.0	0.0
51	2836	1.0	1.0	0.0
52	2866	1.0	1.0	0.0
53	2896	1.0	1.0	0.0
54	2926	1.0	1.0	0.0
55	2956	1.0	1.0	0.0
56	2985	1.0	1.0	0.0
57	3014	1.0	1.0	0.0
58	3043	1.0	1.0	0.0
59	3073	1.0	1.0	0.0
60	3104	1.0	1.0	0.0
61	3133	1.0	1.0	0.0
62	3164	1.0	1.0	0.0
63	3193	1.0	1.0	0.0
64	3223	1.0	1.0	0.0
65	3253	1.0	1.0	0.0
66	3282	1.0	1.0	0.0
67	3311	1.0	1.0	0.0
68	3341	1.0	1.0	0.0
69	3370	1.0	1.0	0.0
70	3400	1.0	1.0	0.0
71	3430	1.0	1.0	0.0
72	3462	1.0	1.0	0.0
73	3491	1.0	1.0	0.0
74	3521	1.0	1.0	0.0
75	3550	1.0	1.0	0.0
76	3580	1.0	1.0	0.0
77	3609	1.0	1.0	0.0
78	3639	1.0	1.0	0.0
79	3668	1.0	1.0	0.0
80	3698	1.0	1.0	0.0
81	3728	1.0	1.0	0.0
82	3758	1.0	1.0	0.0
83	3788	1.0	1.0	0.0
84	3817	1.0	1.0	0.0
85	3847	1.0	1.0	0.0
86	3877	1.0	1.0	0.0
87	3907	1.0	1.0	0.0
88	3936	1.0	1.0	0.0
89	3965	1.0	1.0	0.0
90	3995	1.0	1.0	0.0
91	4025	1.0	1.0	0.0
92	4055	1.0	1.0	0.0
93	4085	1.0	1.0	0.0
94	4114	1.0	1.0	0.0
95	4144	1.0	1.0	0.0
96	4174	1.0	1.0	0.0
97	4203	1.0	1.0	0.0
98	4232	1.0	1.0	0.0
99	4262	1.0	1.0	0.0
100	4292	1.0	1.0	0.0
101	4321	1.0	1.0	0.0
102	4351	1.0	1.0	0.0
103	4380	1.0	1.0	0.0
104	4428	1.0	1.0	0.0
105	4458	1.0	1.0	0.0
106	4486	1.0	1.0	0.0
107	4517	1.0	1.0	0.0
108	4545	1.0	1.0	0.0
109	4575	1.0	1.0	0.0
110	4603	1.0	1.0	0.0
111	4633	1.0	1.0	0.0
112	4650	1.0	1.0	0.0
113	4666	1.0	1.0	0.0
114	4683	1.0	1.0	0.0
115	4699	1.0	1.0	0.0
116	4717	1.0	1.0	0.0
117	4732	1.0	1.0	0.0
118	4749	1.0	1.0	0.0
119	4766	1.0	1.0	0.0
120	4784	1.0	1.0	0.0
121	4801	1.0	1.0	0.0
122	4816	1.0	1.0	0.0
123	4833	1.0	1.0	0.0
124	4850	1.0	1.0	0.0
125	4866	1.0	1.0	0.0
126	4883	1.0	1.0	0.0
127	4900	1.0	1.0	0.0
128	4916	1.0	1.0	0.0
129	4934	1.0	1.0	0.0
130	4950	1.0	1.0	0.0
131	4966	1.0	1.0	0.0
132	4982	1.0	1.0	0.0
133	4999	1.0	1.0	0.0
134	5017	1.0	1.0	0.0
135	5034	1.0	1.0	0.0
136	5049	1.0	1.0	0.0
137	5066	1.0	1.0	0.0
138	5084	1.0	1.0	0.0
139	5099	1.0	1.0	0.0
140	5116	1.0	1.0	0.0
141	5133	1.0	1.0	0.0
142	5150	1.0	1.0	0.0
143	5166	1.0	1.0	0.0
144	5183	1.0	1.0	0.0
145	5200	1.0	1.0	0.0
146	5217	1.0	1.0	0.0
147	5233	1.0	1.0	0.0
148	5250	1.0	1.0	0.0
149	5266	1.0	1.0	0.0
150	5283	1.0	1.0	0.0
151	5301	1.0	1.0	0.0
152	5317	1.0	1.0	0.0
153	5332	1.0	1.0	0.0
154	5350	1.0	1.0	0.0
155	5367	1.0	1.0	0.0
156	5384	1.0	1.0	0.0
157	5400	1.0	1.0	0.0
158	5417	1.0	1.0	0.0
159	5434	1.0	1.0	0.0
160	5450	1.0	1.0	0.0
161	5466	1.0	1.0	0.0
162	5483	1.0	1.0	0.0
163	5499	1.0	1.0	0.0
164	5517	1.0	1.0	0.0
165	5533	1.0	1.0	0.0
166	5550	1.0	1.0	0.0
167	5567	1.0	1.0	0.0
168	5583	1.0	1.0	0.0
169	5599	1.0	1.0	0.0
170	5617	1.0	1.0	0.0
171	5634	1.0	1.0	0.0
172	5650	1.0	1.0	0.0
173	5667	1.0	1.0	0.0
174	5683	1.0	1.0	0.0
175	5700	1.0	1.0	0.0
176	5716	1.0	1.0	0.0
177	5733	1.0	1.0	0.0
178	5750	1.0	1.0	0.0
179	5767	1.0	1.0	0.0
180	5783	1.0	1.0	0.0
181	5799	1.0	1.0	0.0
182	5817	1.0	1.0	0.0
183	5833	1.0	1.0	0.0
184	5850	1.0	1.0	0.0
185	5868	1.0	1.0	0.0
186	5883	1.0	1.0	0.0
187	5901	1.0	1.0	0.0
188	5917	1.0	1.0	0.0
189	5934	1.0	1.0	0.0
190	5950	1.0	1.0	0.0
191	5967	1.0	1.0	0.0
192	5983	1.0	1.0	0.0
193	5999	1.0	1.0	0.0
194	6022	159.0	136.0	0.0
195	6039	159.0	136.0	0.0
196	6056	164.0	133.0	0.0
197	6072	165.0	132.0	0.0
198	6090	169.0	126.0	0.0
199	6106	175.0	117.0	0.0
200	6123	184.0	107.0	0.0
201	6140	191.0	101.0	0.0
202	6155	201.0	95.0	0.0
203	6173	215.0	89.0	0.0
204	6190	231.0	82.0	0.0
205	6206	252.0	81.0	0.0
206	6223	272.0	80.0	0.0
207	6239	288.0	80.0	0.0
208	6256	299.0	80.0	0.0
209	6272	306.0	82.0	0.0
210	6289	315.0	87.0	0.0
211	6306	322.0	92.0	0.0
212	6323	327.0	99.0	0.0
213	6339	329.0	105.0	0.0
214	6357	330.0	110.0	0.0
215	6372	331.0	118.0	0.0
216	6389	332.0	126.0	0.0
217	6406	332.0	140.0	0.0
218	6422	325.0	157.0	0.0
219	6439	316.0	174.0	0.0
220	6455	305.0	188.0	0.0
221	6473	296.0	199.0	0.0
222	6489	287.0	207.0	0.0
223	6506	279.0	214.0	0.0
224	6522	272.0	221.0	0.0
225	6540	266.0	229.0	0.0
226	6556	257.0	241.0	0.0
227	6572	246.0	255.0	0.0
228	6590	241.0	265.0	0.0
229	6606	237.0	274.0	0.0
230	6622	236.0	281.0	0.0
231	6639	235.0	290.0	0.0
232	6656	235.0	300.0	0.0
233	6673	239.0	315.0	0.0
234	6688	245.0	328.0	0.0
235	6706	262.0	348.0	0.0
236	6723	277.0	360.0	0.0
237	6739	293.0	368.0	0.0
238	6756	313.0	379.0	0.0
239	6773	329.0	387.0	0.0
240	6788	346.0	392.0	0.0
241	6806	361.0	394.0	0.0
242	6823	377.0	395.0	0.0
243	6839	395.0	396.0	0.0
244	6856	421.0	396.0	0.0
245	6872	449.0	391.0	0.0
246	6888	472.0	383.0	0.0
247	6906	494.0	377.0	0.0
248	6923	528.0	364.0	0.0
249	6939	545.0	355.0	0.0
