1	1822	1.0	1.0	0.0	0
2	1843	1.0	1.0	0.0	0
3	1860	1.0	1.0	0.0	0
4	1876	1.0	1.0	0.0	0
5	1893	1.0	1.0	0.0	0
6	1910	1.0	1.0	0.0	0
7	1926	1.0	1.0	0.0	0
8	1943	1.0	1.0	0.0	0
9	1960	1.0	1.0	0.0	0
10	1976	1.0	1.0	0.0	0
11	1992	1.0	1.0	0.0	0
12	2009	1.0	1.0	0.0	0
13	2027	1.0	1.0	0.0	0
14	2043	1.0	1.0	0.0	0
15	2061	1.0	1.0	0.0	0
16	2077	1.0	1.0	0.0	0
17	2093	1.0	1.0	0.0	0
18	2109	1.0	1.0	0.0	0
19	2126	1.0	1.0	0.0	0
20	2144	1.0	1.0	0.0	0
21	2159	1.0	1.0	0.0	0
22	2176	1.0	1.0	0.0	0
23	2192	1.0	1.0	0.0	0
24	2209	1.0	1.0	0.0	0
25	2227	1.0	1.0	0.0	0
26	2244	1.0	1.0	0.0	0
27	2260	1.0	1.0	0.0	0
28	2276	1.0	1.0	0.0	0
29	2293	1.0	1.0	0.0	0
30	2310	1.0	1.0	0.0	0
31	2326	1.0	1.0	0.0	0
32	2343	1.0	1.0	0.0	0
33	2361	1.0	1.0	0.0	0
34	2376	1.0	1.0	0.0	0
35	2394	1.0	1.0	0.0	0
36	2410	1.0	1.0	0.0	0
37	2427	1.0	1.0	0.0	0
38	2443	1.0	1.0	0.0	0
39	2460	1.0	1.0	0.0	0
40	2476	1.0	1.0	0.0	0
41	2493	1.0	1.0	0.0	0
42	2510	1.0	1.0	0.0	0
43	2527	1.0	1.0	0.0	0
44	2543	1.0	1.0	0.0	0
45	2560	1.0	1.0	0.0	0
46	2577	1.0	1.0	0.0	0
47	2594	1.0	1.0	0.0	0
48	2610	1.0	1.0	0.0	0
49	2627	1.0	1.0	0.0	0
50	2643	1.0	1.0	0.0	0
51	2660	1.0	1.0	0.0	0
52	2676	1.0	1.0	0.0	0
53	2692	1.0	1.0	0.0	0
54	2710	1.0	1.0	0.0	0
55	2727	1.0	1.0	0.0	0
